Ee (keV), d\omega/dEe
284,4.37085911901066e-32
284.1,4.37089895049581e-32
284.2,4.37093979270078e-32
284.3,4.37098164703216e-32
284.4,4.37102451489867e-32
284.5,4.37106839771118e-32
284.6,4.3711132968827e-32
284.7,4.37115921382836e-32
284.8,4.37120614996547e-32
284.9,4.37125410671346e-32
285,4.37130308549395e-32
285.1,4.37135308773069e-32
285.2,4.37140411484961e-32
285.3,4.3714561682788e-32
285.4,4.37150924944851e-32
285.5,4.37156335979119e-32
285.6,4.37161850074145e-32
285.7,4.37167467373608e-32
285.8,4.37173188021405e-32
285.9,4.37179012161655e-32
286,4.37184939938694e-32
286.1,4.37190971497076e-32
286.2,4.37197106981579e-32
286.3,4.37203346537198e-32
286.4,4.37209690309152e-32
286.5,4.37216138442877e-32
286.6,4.37222691084035e-32
286.7,4.37229348378507e-32
286.8,4.37236110472398e-32
286.9,4.37242977512034e-32
287,4.37249949643967e-32
287.1,4.37257027014969e-32
287.2,4.37264209772039e-32
287.3,4.37271498062399e-32
287.4,4.37278892033494e-32
287.5,4.37286391832998e-32
287.6,4.37293997608806e-32
287.7,4.37301709509043e-32
287.8,4.37309527682058e-32
287.9,4.37317452276425e-32
288,4.37325483440949e-32
288.1,4.37333621324661e-32
288.2,4.37341866076817e-32
288.3,4.37350217846905e-32
288.4,4.3735867678464e-32
288.5,4.37367243039967e-32
288.6,4.37375916763058e-32
288.7,4.37384698104317e-32
288.8,4.37393587214378e-32
288.9,4.37402584244105e-32
289,4.37411689344593e-32
289.1,4.3742090266717e-32
289.2,4.37430224363394e-32
289.3,4.37439654585055e-32
289.4,4.37449193484177e-32
289.5,4.37458841213017e-32
289.6,4.37468597924064e-32
289.7,4.37478463770043e-32
289.8,4.37488438903912e-32
289.9,4.37498523478863e-32
290,4.37508717648324e-32
290.1,4.3751902156596e-32
290.2,4.37529435385668e-32
290.3,4.37539959261586e-32
290.4,4.37550593348085e-32
290.5,4.37561337799775e-32
290.6,4.37572192771503e-32
290.7,4.37583158418355e-32
290.8,4.37594234895653e-32
290.9,4.37605422358961e-32
291,4.3761672096408e-32
291.1,4.37628130867052e-32
291.2,4.37639652224157e-32
291.3,4.37651285191918e-32
291.4,4.37663029927098e-32
291.5,4.37674886586701e-32
291.6,4.37686855327973e-32
291.7,4.37698936308402e-32
291.8,4.37711129685719e-32
291.9,4.37723435617897e-32
292,4.37735854263155e-32
292.1,4.37748385779953e-32
292.2,4.37761030326998e-32
292.3,4.37773788063238e-32
292.4,4.37786659147871e-32
292.5,4.37799643740337e-32
292.6,4.37812742000324e-32
292.7,4.37825954087765e-32
292.8,4.37839280162841e-32
292.9,4.37852720385979e-32
293,4.37866274917857e-32
293.1,4.37879943919398e-32
293.2,4.37893727551774e-32
293.3,4.37907625976408e-32
293.4,4.37921639354971e-32
293.5,4.37935767849385e-32
293.6,4.37950011621821e-32
293.7,4.37964370834701e-32
293.8,4.37978845650701e-32
293.9,4.37993436232746e-32
294,4.38008142744013e-32
294.1,4.38022965347934e-32
294.2,4.38037904208192e-32
294.3,4.38052959488725e-32
294.4,4.38068131353723e-32
294.5,4.38083419967633e-32
294.6,4.38098825495155e-32
294.7,4.38114348101245e-32
294.8,4.38129987951115e-32
294.9,4.38145745210233e-32
295,4.38161620044323e-32
295.1,4.38177612619367e-32
295.2,4.38193723101606e-32
295.3,4.38209951657535e-32
295.4,4.38226298453912e-32
295.5,4.38242763657752e-32
295.6,4.38259347436328e-32
295.7,4.38276049957175e-32
295.8,4.38292871388088e-32
295.9,4.38309811897123e-32
296,4.38326871652596e-32
296.1,4.38344050823086e-32
296.2,4.38361349577433e-32
296.3,4.38378768084742e-32
296.4,4.38396306514378e-32
296.5,4.38413965035972e-32
296.6,4.38431743819419e-32
296.7,4.38449643034876e-32
296.8,4.38467662852769e-32
296.9,4.38485803443786e-32
297,4.38504064978883e-32
297.1,4.38522447629281e-32
297.2,4.3854095156647e-32
297.3,4.38559576962205e-32
297.4,4.3857832398851e-32
297.5,4.38597192817677e-32
297.6,4.38616183622268e-32
297.7,4.38635296575114e-32
297.8,4.38654531849313e-32
297.9,4.38673889618237e-32
298,4.38693370055527e-32
298.1,4.38712973335095e-32
298.2,4.38732699631125e-32
298.3,4.38752549118074e-32
298.4,4.3877252197067e-32
298.5,4.38792618363916e-32
298.6,4.38812838473088e-32
298.7,4.38833182473735e-32
298.8,4.38853650541682e-32
298.9,4.38874242853029e-32
299,4.3889495958415e-32
299.1,4.38915800911698e-32
299.2,4.38936767012601e-32
299.3,4.38957858064062e-32
299.4,4.38979074243566e-32
299.5,4.39000415728873e-32
299.6,4.39021882698022e-32
299.7,4.39043475329332e-32
299.8,4.390651938014e-32
299.9,4.39087038293105e-32
300,4.39109008983606e-32
300.1,4.39131106052342e-32
300.2,4.39153329679034e-32
300.3,4.39175680043688e-32
300.4,4.39198157326587e-32
300.5,4.39220761708301e-32
300.6,4.39243493369684e-32
300.7,4.39266352491872e-32
300.8,4.39289339256286e-32
300.9,4.39312453844634e-32
301,4.39335696438908e-32
301.1,4.39359067221386e-32
301.2,4.39382566374634e-32
301.3,4.39406194081504e-32
301.4,4.39429950525136e-32
301.5,4.39453835888959e-32
301.6,4.39477850356689e-32
301.7,4.39501994112334e-32
301.8,4.3952626734019e-32
301.9,4.39550670224842e-32
302,4.39575202951169e-32
302.1,4.3959986570434e-32
302.2,4.39624658669814e-32
302.3,4.39649582033345e-32
302.4,4.39674635980979e-32
302.5,4.39699820699056e-32
302.6,4.39725136374208e-32
302.7,4.39750583193365e-32
302.8,4.39776161343749e-32
302.9,4.39801871012878e-32
303,4.39827712388569e-32
303.1,4.39853685658931e-32
303.2,4.39879791012374e-32
303.3,4.39906028637604e-32
303.4,4.39932398723626e-32
303.5,4.39958901459743e-32
303.6,4.39985537035559e-32
303.7,4.40012305640975e-32
303.8,4.40039207466196e-32
303.9,4.40066242701724e-32
304,4.40093411538367e-32
304.1,4.40120714167232e-32
304.2,4.40148150779729e-32
304.3,4.40175721567571e-32
304.4,4.40203426722777e-32
304.5,4.40231266437667e-32
304.6,4.40259240904868e-32
304.7,4.40287350317312e-32
304.8,4.40315594868236e-32
304.9,4.40343974751184e-32
305,4.40372490160008e-32
305.1,4.40401141288866e-32
305.2,4.40429928332225e-32
305.3,4.40458851484861e-32
305.4,4.4048791094186e-32
305.5,4.40517106898614e-32
305.6,4.4054643955083e-32
305.7,4.40575909094524e-32
305.8,4.40605515726023e-32
305.9,4.40635259641967e-32
306,4.40665141039309e-32
306.1,4.40695160115314e-32
306.2,4.4072531706756e-32
306.3,4.40755612093944e-32
306.4,4.40786045392671e-32
306.5,4.40816617162268e-32
306.6,4.40847327601575e-32
306.7,4.40878176909748e-32
306.8,4.40909165286261e-32
306.9,4.40940292930907e-32
307,4.40971560043796e-32
307.1,4.41002966825358e-32
307.2,4.41034513476341e-32
307.3,4.41066200197815e-32
307.4,4.41098027191169e-32
307.5,4.41129994658115e-32
307.6,4.41162102800686e-32
307.7,4.41194351821238e-32
307.8,4.41226741922448e-32
307.9,4.4125927330732e-32
308,4.4129194617918e-32
308.1,4.4132476074168e-32
308.2,4.41357717198796e-32
308.3,4.41390815754831e-32
308.4,4.41424056614416e-32
308.5,4.41457439982507e-32
308.6,4.41490966064388e-32
308.7,4.41524635065673e-32
308.8,4.41558447192304e-32
308.9,4.41592402650553e-32
309,4.41626501647022e-32
309.1,4.41660744388643e-32
309.2,4.41695131082682e-32
309.3,4.41729661936735e-32
309.4,4.4176433715873e-32
309.5,4.41799156956931e-32
309.6,4.41834121539933e-32
309.7,4.41869231116668e-32
309.8,4.41904485896401e-32
309.9,4.41939886088734e-32
310,4.41975431903606e-32
310.1,4.42011123551292e-32
310.2,4.42046961242403e-32
310.3,4.42082945187891e-32
310.4,4.42119075599046e-32
310.5,4.42155352687497e-32
310.6,4.42191776665213e-32
310.7,4.42228347744505e-32
310.8,4.42265066138022e-32
310.9,4.4230193205876e-32
311,4.42338945720054e-32
311.1,4.42376107335583e-32
311.2,4.4241341711937e-32
311.3,4.42450875285783e-32
311.4,4.42488482049534e-32
311.5,4.42526237625682e-32
311.6,4.42564142229632e-32
311.7,4.42602196077135e-32
311.8,4.42640399384291e-32
311.9,4.42678752367548e-32
312,4.42717255243704e-32
312.1,4.42755908229904e-32
312.2,4.42794711543646e-32
312.3,4.42833665402776e-32
312.4,4.42872770025495e-32
312.5,4.42912025630354e-32
312.6,4.42951432436258e-32
312.7,4.42990990662463e-32
312.8,4.43030700528583e-32
312.9,4.43070562254584e-32
313,4.43110576060789e-32
313.1,4.43150742167875e-32
313.2,4.43191060796879e-32
313.3,4.43231532169194e-32
313.4,4.43272156506569e-32
313.5,4.43312934031115e-32
313.6,4.43353864965301e-32
313.7,4.43394949531957e-32
313.8,4.43436187954271e-32
313.9,4.43477580455797e-32
314,4.43519127260447e-32
314.1,4.43560828592499e-32
314.2,4.43602684676591e-32
314.3,4.43644695737729e-32
314.4,4.43686862001281e-32
314.5,4.43729183692982e-32
314.6,4.43771661038932e-32
314.7,4.43814294265599e-32
314.8,4.43857083599817e-32
314.9,4.43900029268791e-32
315,4.43943131500093e-32
315.1,4.43986390521664e-32
315.2,4.44029806561816e-32
315.3,4.44073379849233e-32
315.4,4.4411711061297e-32
315.5,4.44160999082454e-32
315.6,4.44205045487484e-32
315.7,4.44249250058235e-32
315.8,4.44293613025256e-32
315.9,4.4433813461947e-32
316,4.44382815072177e-32
316.1,4.44427654615053e-32
316.2,4.4447265348015e-32
316.3,4.44517811899901e-32
316.4,4.44563130107116e-32
316.5,4.44608608334983e-32
316.6,4.44654246817072e-32
316.7,4.44700045787334e-32
316.8,4.447460054801e-32
316.9,4.44792126130084e-32
317,4.44838407972383e-32
317.1,4.44884851242478e-32
317.2,4.44931456176234e-32
317.3,4.449782230099e-32
317.4,4.45025151980114e-32
317.5,4.45072243323896e-32
317.6,4.45119497278657e-32
317.7,4.45166914082194e-32
317.8,4.45214493972695e-32
317.9,4.45262237188734e-32
318,4.45310143969279e-32
318.1,4.45358214553685e-32
318.2,4.45406449181701e-32
318.3,4.45454848093469e-32
318.4,4.45503411529522e-32
318.5,4.45552139730789e-32
318.6,4.45601032938592e-32
318.7,4.45650091394649e-32
318.8,4.45699315341074e-32
318.9,4.45748705020377e-32
319,4.45798260675468e-32
319.1,4.45847982549653e-32
319.2,4.45897870886637e-32
319.3,4.45947925930526e-32
319.4,4.45998147925827e-32
319.5,4.46048537117446e-32
319.6,4.46099093750694e-32
319.7,4.46149818071284e-32
319.8,4.46200710325329e-32
319.9,4.46251770759353e-32
320,4.46302999620279e-32
320.1,4.4635439715544e-32
320.2,4.46405963612573e-32
320.3,4.46457699239824e-32
320.4,4.46509604285747e-32
320.5,4.46561678999303e-32
320.6,4.46613923629867e-32
320.7,4.4666633842722e-32
320.8,4.46718923641557e-32
320.9,4.46771679523484e-32
321,4.46824606324021e-32
321.1,4.46877704294599e-32
321.2,4.46930973687067e-32
321.3,4.46984414753686e-32
321.4,4.47038027747134e-32
321.5,4.47091812920508e-32
321.6,4.47145770527319e-32
321.7,4.47199900821498e-32
321.8,4.47254204057397e-32
321.9,4.47308680489784e-32
322,4.4736333037385e-32
322.1,4.47418153965208e-32
322.2,4.47473151519893e-32
322.3,4.47528323294362e-32
322.4,4.47583669545497e-32
322.5,4.47639190530605e-32
322.6,4.47694886507417e-32
322.7,4.47750757734092e-32
322.8,4.47806804469215e-32
322.9,4.478630269718e-32
323,4.47919425501289e-32
323.1,4.47976000317555e-32
323.2,4.48032751680898e-32
323.3,4.48089679852054e-32
323.4,4.48146785092187e-32
323.5,4.48204067662896e-32
323.6,4.48261527826213e-32
323.7,4.48319165844605e-32
323.8,4.48376981980974e-32
323.9,4.48434976498659e-32
324,4.48493149661435e-32
324.1,4.48551501733514e-32
324.2,4.48610032979549e-32
324.3,4.48668743664631e-32
324.4,4.48727634054292e-32
324.5,4.48786704414505e-32
324.6,4.48845955011685e-32
324.7,4.48905386112689e-32
324.8,4.48964997984821e-32
324.9,4.49024790895825e-32
325,4.49084765113893e-32
325.1,4.49144920907664e-32
325.2,4.49205258546223e-32
325.3,4.49265778299102e-32
325.4,4.49326480436284e-32
325.5,4.49387365228201e-32
325.6,4.49448432945734e-32
325.7,4.49509683860218e-32
325.8,4.49571118243438e-32
325.9,4.49632736367634e-32
326,4.49694538505499e-32
326.1,4.49756524930181e-32
326.2,4.49818695915284e-32
326.3,4.49881051734869e-32
326.4,4.49943592663453e-32
326.5,4.50006318976014e-32
326.6,4.50069230947987e-32
326.7,4.50132328855268e-32
326.8,4.50195612974215e-32
326.9,4.50259083581646e-32
327,4.50322740954843e-32
327.1,4.50386585371551e-32
327.2,4.50450617109982e-32
327.3,4.5051483644881e-32
327.4,4.50579243667178e-32
327.5,4.50643839044695e-32
327.6,4.50708622861438e-32
327.7,4.50773595397955e-32
327.8,4.50838756935263e-32
327.9,4.50904107754847e-32
328,4.50969648138669e-32
328.1,4.51035378369161e-32
328.2,4.51101298729227e-32
328.3,4.51167409502249e-32
328.4,4.51233710972082e-32
328.5,4.51300203423059e-32
328.6,4.51366887139988e-32
328.7,4.51433762408159e-32
328.8,4.51500829513337e-32
328.9,4.5156808874177e-32
329,4.51635540380185e-32
329.1,4.51703184715793e-32
329.2,4.51771022036286e-32
329.3,4.5183905262984e-32
329.4,4.51907276785118e-32
329.5,4.51975694791267e-32
329.6,4.52044306937918e-32
329.7,4.52113113515195e-32
329.8,4.52182114813706e-32
329.9,4.52251311124551e-32
330,4.52320702739319e-32
330.1,4.52390289950091e-32
330.2,4.5246007304944e-32
330.3,4.52530052330433e-32
330.4,4.52600228086629e-32
330.5,4.52670600612086e-32
330.6,4.52741170201354e-32
330.7,4.52811937149483e-32
330.8,4.52882901752019e-32
330.9,4.5295406430501e-32
331,4.53025425105e-32
331.1,4.53096984449037e-32
331.2,4.53168742634671e-32
331.3,4.53240699959952e-32
331.4,4.53312856723436e-32
331.5,4.53385213224185e-32
331.6,4.53457769761765e-32
331.7,4.53530526636248e-32
331.8,4.53603484148217e-32
331.9,4.53676642598762e-32
332,4.53750002289481e-32
332.1,4.53823563522487e-32
332.2,4.538973266004e-32
332.3,4.53971291826357e-32
332.4,4.54045459504007e-32
332.5,4.54119829937513e-32
332.6,4.54194403431555e-32
332.7,4.54269180291329e-32
332.8,4.54344160822549e-32
332.9,4.5441934533145e-32
333,4.54494734124783e-32
333.1,4.54570327509823e-32
333.2,4.54646125794365e-32
333.3,4.54722129286728e-32
333.4,4.54798338295754e-32
333.5,4.54874753130811e-32
333.6,4.54951374101792e-32
333.7,4.55028201519118e-32
333.8,4.55105235693737e-32
333.9,4.55182476937127e-32
334,4.55259925561295e-32
334.1,4.55337581878781e-32
334.2,4.55415446202654e-32
334.3,4.55493518846521e-32
334.4,4.55571800124518e-32
334.5,4.5565029035132e-32
334.6,4.55728989842138e-32
334.7,4.55807898912718e-32
334.8,4.55887017879347e-32
334.9,4.55966347058851e-32
335,4.56045886768595e-32
335.1,4.56125637326489e-32
335.2,4.56205599050982e-32
335.3,4.5628577226107e-32
335.4,4.56366157276291e-32
335.5,4.5644675441673e-32
335.6,4.56527564003021e-32
335.7,4.56608586356344e-32
335.8,4.56689821798427e-32
335.9,4.56771270651552e-32
336,4.56852933238548e-32
336.1,4.56934809882801e-32
336.2,4.57016900908246e-32
336.3,4.57099206639376e-32
336.4,4.57181727401238e-32
336.5,4.57264463519436e-32
336.6,4.57347415320132e-32
336.7,4.57430583130048e-32
336.8,4.57513967276465e-32
336.9,4.57597568087224e-32
337,4.57681385890731e-32
337.1,4.57765421015954e-32
337.2,4.57849673792426e-32
337.3,4.57934144550245e-32
337.4,4.58018833620075e-32
337.5,4.58103741333151e-32
337.6,4.58188868021274e-32
337.7,4.58274214016816e-32
337.8,4.5835977965272e-32
337.9,4.58445565262504e-32
338,4.58531571180255e-32
338.1,4.58617797740638e-32
338.2,4.58704245278894e-32
338.3,4.58790914130837e-32
338.4,4.58877804632865e-32
338.5,4.58964917121951e-32
338.6,4.59052251935649e-32
338.7,4.59139809412097e-32
338.8,4.59227589890011e-32
338.9,4.59315593708696e-32
339,4.59403821208039e-32
339.1,4.59492272728515e-32
339.2,4.59580948611183e-32
339.3,4.59669849197695e-32
339.4,4.59758974830289e-32
339.5,4.59848325851797e-32
339.6,4.5993790260564e-32
339.7,4.60027705435834e-32
339.8,4.6011773468699e-32
339.9,4.60207990704312e-32
340,4.60298473833604e-32
340.1,4.60389184421265e-32
340.2,4.60480122814296e-32
340.3,4.60571289360295e-32
340.4,4.60662684407465e-32
340.5,4.6075430830461e-32
340.6,4.60846161401137e-32
340.7,4.60938244047061e-32
340.8,4.61030556593e-32
340.9,4.61123099390182e-32
341,4.61215872790443e-32
341.1,4.61308877146228e-32
341.2,4.61402112810597e-32
341.3,4.61495580137216e-32
341.4,4.61589279480372e-32
341.5,4.61683211194961e-32
341.6,4.61777375636498e-32
341.7,4.61871773161114e-32
341.8,4.61966404125561e-32
341.9,4.62061268887208e-32
342,4.62156367804046e-32
342.1,4.6225170123469e-32
342.2,4.62347269538377e-32
342.3,4.62443073074968e-32
342.4,4.62539112204953e-32
342.5,4.62635387289445e-32
342.6,4.62731898690189e-32
342.7,4.6282864676956e-32
342.8,4.62925631890563e-32
342.9,4.63022854416834e-32
343,4.63120314712645e-32
343.1,4.63218013142902e-32
343.2,4.63315950073148e-32
343.3,4.63414125869562e-32
343.4,4.63512540898962e-32
343.5,4.63611195528808e-32
343.6,4.63710090127199e-32
343.7,4.63809225062878e-32
343.8,4.63908600705232e-32
343.9,4.64008217424292e-32
344,4.64108075590737e-32
344.1,4.64208175575893e-32
344.2,4.64308517751735e-32
344.3,4.6440910249089e-32
344.4,4.64509930166634e-32
344.5,4.64611001152898e-32
344.6,4.64712315824268e-32
344.7,4.64813874555984e-32
344.8,4.64915677723945e-32
344.9,4.65017725704705e-32
345,4.65120018875482e-32
345.1,4.65222557614153e-32
345.2,4.65325342299256e-32
345.3,4.65428373309994e-32
345.4,4.65531651026237e-32
345.5,4.65635175828518e-32
345.6,4.6573894809804e-32
345.7,4.65842968216674e-32
345.8,4.65947236566963e-32
345.9,4.66051753532119e-32
346,4.66156519496031e-32
346.1,4.66261534843259e-32
346.2,4.6636679995904e-32
346.3,4.6647231522929e-32
346.4,4.66578081040603e-32
346.5,4.6668409778025e-32
346.6,4.66790365836188e-32
346.7,4.66896885597054e-32
346.8,4.67003657452169e-32
346.9,4.67110681791542e-32
347,4.67217959005867e-32
347.1,4.67325489486526e-32
347.2,4.67433273625593e-32
347.3,4.67541311815831e-32
347.4,4.67649604450696e-32
347.5,4.67758151924339e-32
347.6,4.67866954631606e-32
347.7,4.67976012968039e-32
347.8,4.6808532732988e-32
347.9,4.68194898114069e-32
348,4.68304725718247e-32
348.1,4.6841481054076e-32
348.2,4.68525152980655e-32
348.3,4.68635753437686e-32
348.4,4.68746612312313e-32
348.5,4.68857730005705e-32
348.6,4.68969106919741e-32
348.7,4.6908074345701e-32
348.8,4.69192640020816e-32
348.9,4.69304797015173e-32
349,4.69417214844814e-32
349.1,4.69529893915189e-32
349.2,4.69642834632465e-32
349.3,4.69756037403529e-32
349.4,4.6986950263599e-32
349.5,4.6998323073818e-32
349.6,4.70097222119155e-32
349.7,4.70211477188698e-32
349.8,4.70325996357317e-32
349.9,4.70440780036252e-32
350,4.7055582863747e-32
350.1,4.70671142573674e-32
350.2,4.70786722258295e-32
350.3,4.70902568105503e-32
350.4,4.71018680530204e-32
350.5,4.7113505994804e-32
350.6,4.71251706775394e-32
350.7,4.71368621429389e-32
350.8,4.71485804327891e-32
350.9,4.71603255889509e-32
351,4.71720976533599e-32
351.1,4.71838966680263e-32
351.2,4.71957226750352e-32
351.3,4.72075757165468e-32
351.4,4.72194558347961e-32
351.5,4.7231363072094e-32
351.6,4.72432974708263e-32
351.7,4.72552590734548e-32
351.8,4.72672479225171e-32
351.9,4.72792640606264e-32
352,4.72913075304723e-32
352.1,4.73033783748207e-32
352.2,4.73154766365136e-32
352.3,4.73276023584699e-32
352.4,4.73397555836852e-32
352.5,4.73519363552317e-32
352.6,4.73641447162589e-32
352.7,4.73763807099934e-32
352.8,4.73886443797394e-32
352.9,4.74009357688782e-32
353,4.74132549208692e-32
353.1,4.74256018792495e-32
353.2,4.74379766876341e-32
353.3,4.74503793897162e-32
353.4,4.74628100292676e-32
353.5,4.74752686501383e-32
353.6,4.74877552962569e-32
353.7,4.75002700116313e-32
353.8,4.75128128403477e-32
353.9,4.75253838265721e-32
354,4.75379830145494e-32
354.1,4.75506104486041e-32
354.2,4.75632661731404e-32
354.3,4.75759502326421e-32
354.4,4.75886626716734e-32
354.5,4.76014035348782e-32
354.6,4.76141728669809e-32
354.7,4.76269707127863e-32
354.8,4.763979711718e-32
354.9,4.76526521251283e-32
355,4.76655357816785e-32
355.1,4.76784481319589e-32
355.2,4.76913892211794e-32
355.3,4.77043590946312e-32
355.4,4.77173577976872e-32
355.5,4.77303853758021e-32
355.6,4.77434418745126e-32
355.7,4.77565273394376e-32
355.8,4.77696418162783e-32
355.9,4.77827853508185e-32
356,4.77959579889246e-32
356.1,4.78091597765459e-32
356.2,4.78223907597146e-32
356.3,4.78356509845462e-32
356.4,4.78489404972398e-32
356.5,4.78622593440776e-32
356.6,4.78756075714258e-32
356.7,4.78889852257346e-32
356.8,4.7902392353538e-32
356.9,4.79158290014545e-32
357,4.79292952161868e-32
357.1,4.79427910445224e-32
357.2,4.79563165333335e-32
357.3,4.79698717295773e-32
357.4,4.79834566802961e-32
357.5,4.79970714326175e-32
357.6,4.80107160337547e-32
357.7,4.80243905310064e-32
357.8,4.80380949717573e-32
357.9,4.80518294034782e-32
358,4.80655938737258e-32
358.1,4.80793884301437e-32
358.2,4.80932131204616e-32
358.3,4.81070679924962e-32
358.4,4.81209530941511e-32
358.5,4.81348684734171e-32
358.6,4.81488141783722e-32
358.7,4.81627902571819e-32
358.8,4.81767967580995e-32
358.9,4.8190833729466e-32
359,4.82049012197106e-32
359.1,4.82189992773507e-32
359.2,4.8233127950992e-32
359.3,4.82472872893289e-32
359.4,4.82614773411447e-32
359.5,4.82756981553115e-32
359.6,4.82899497807906e-32
359.7,4.83042322666329e-32
359.8,4.83185456619784e-32
359.9,4.83328900160573e-32
360,4.83472653781893e-32
360.1,4.83616717977847e-32
360.2,4.83761093243436e-32
360.3,4.8390578007457e-32
360.4,4.84050778968063e-32
360.5,4.84196090421641e-32
360.6,4.84341714933936e-32
360.7,4.84487653004498e-32
360.8,4.84633905133788e-32
360.9,4.84780471823185e-32
361,4.84927353574986e-32
361.1,4.85074550892408e-32
361.2,4.85222064279592e-32
361.3,4.85369894241601e-32
361.4,4.85518041284428e-32
361.5,4.85666505914989e-32
361.6,4.85815288641135e-32
361.7,4.85964389971647e-32
361.8,4.8611381041624e-32
361.9,4.86263550485567e-32
362,4.86413610691216e-32
362.1,4.86563991545719e-32
362.2,4.86714693562548e-32
362.3,4.86865717256118e-32
362.4,4.87017063141794e-32
362.5,4.87168731735885e-32
362.6,4.87320723555654e-32
362.7,4.87473039119312e-32
362.8,4.87625678946028e-32
362.9,4.87778643555927e-32
363,4.8793193347009e-32
363.1,4.88085549210561e-32
363.2,4.88239491300343e-32
363.3,4.88393760263408e-32
363.4,4.88548356624692e-32
363.5,4.887032809101e-32
363.6,4.88858533646507e-32
363.7,4.89014115361762e-32
363.8,4.89170026584688e-32
363.9,4.89326267845086e-32
364,4.89482839673735e-32
364.1,4.89639742602396e-32
364.2,4.89796977163812e-32
364.3,4.89954543891712e-32
364.4,4.90112443320814e-32
364.5,4.90270675986823e-32
364.6,4.90429242426438e-32
364.7,4.90588143177349e-32
364.8,4.90747378778244e-32
364.9,4.90906949768811e-32
365,4.91066856689733e-32
365.1,4.912271000827e-32
365.2,4.91387680490405e-32
365.3,4.91548598456547e-32
365.4,4.91709854525835e-32
365.5,4.91871449243989e-32
365.6,4.92033383157741e-32
365.7,4.92195656814839e-32
365.8,4.92358270764049e-32
365.9,4.92521225555156e-32
366,4.92684521738969e-32
366.1,4.92848159867318e-32
366.2,4.93012140493061e-32
366.3,4.93176464170086e-32
366.4,4.9334113145331e-32
366.5,4.93506142898682e-32
366.6,4.93671499063189e-32
366.7,4.93837200504853e-32
366.8,4.94003247782738e-32
366.9,4.94169641456949e-32
367,4.94336382088634e-32
367.1,4.94503470239989e-32
367.2,4.94670906474259e-32
367.3,4.94838691355738e-32
367.4,4.95006825449776e-32
367.5,4.95175309322776e-32
367.6,4.95344143542201e-32
367.7,4.95513328676572e-32
367.8,4.95682865295474e-32
367.9,4.95852753969557e-32
368,4.96022995270538e-32
368.1,4.961935897712e-32
368.2,4.96364538045403e-32
368.3,4.96535840668077e-32
368.4,4.96707498215231e-32
368.5,4.96879511263951e-32
368.6,4.97051880392403e-32
368.7,4.9722460617984e-32
368.8,4.97397689206597e-32
368.9,4.97571130054099e-32
369,4.97744929304862e-32
369.1,4.97919087542492e-32
369.2,4.98093605351693e-32
369.3,4.98268483318266e-32
369.4,4.98443722029111e-32
369.5,4.98619322072232e-32
369.6,4.98795284036735e-32
369.7,4.98971608512836e-32
369.8,4.99148296091859e-32
369.9,4.9932534736624e-32
370,4.99502762929531e-32
370.1,4.99680543376399e-32
370.2,4.99858689302631e-32
370.3,5.00037201305136e-32
370.4,5.00216079981947e-32
370.5,5.00395325932223e-32
370.6,5.00574939756253e-32
370.7,5.00754922055457e-32
370.8,5.0093527343239e-32
370.9,5.01115994490743e-32
371,5.01297085835344e-32
371.1,5.01478548072167e-32
371.2,5.01660381808324e-32
371.3,5.0184258765208e-32
371.4,5.02025166212845e-32
371.5,5.02208118101181e-32
371.6,5.02391443928804e-32
371.7,5.02575144308588e-32
371.8,5.02759219854565e-32
371.9,5.02943671181928e-32
372,5.03128498907037e-32
372.1,5.03313703647416e-32
372.2,5.03499286021758e-32
372.3,5.03685246649931e-32
372.4,5.03871586152975e-32
372.5,5.04058305153108e-32
372.6,5.04245404273727e-32
372.7,5.04432884139411e-32
372.8,5.04620745375926e-32
372.9,5.04808988610223e-32
373,5.04997614470445e-32
373.1,5.05186623585926e-32
373.2,5.05376016587196e-32
373.3,5.05565794105984e-32
373.4,5.05755956775218e-32
373.5,5.0594650522903e-32
373.6,5.06137440102758e-32
373.7,5.06328762032948e-32
373.8,5.06520471657358e-32
373.9,5.0671256961496e-32
374,5.06905056545942e-32
374.1,5.07097933091712e-32
374.2,5.07291199894898e-32
374.3,5.07484857599355e-32
374.4,5.07678906850165e-32
374.5,5.0787334829364e-32
374.6,5.08068182577323e-32
374.7,5.08263410349995e-32
374.8,5.08459032261674e-32
374.9,5.0865504896362e-32
375,5.08851461108335e-32
375.1,5.09048269349571e-32
375.2,5.09245474342325e-32
375.3,5.09443076742849e-32
375.4,5.09641077208649e-32
375.5,5.09839476398489e-32
375.6,5.10038274972393e-32
375.7,5.10237473591648e-32
375.8,5.10437072918807e-32
375.9,5.10637073617694e-32
376,5.10837476353402e-32
376.1,5.11038281792299e-32
376.2,5.11239490602031e-32
376.3,5.11441103451526e-32
376.4,5.1164312101099e-32
376.5,5.11845543951921e-32
376.6,5.12048372947101e-32
376.7,5.12251608670606e-32
376.8,5.12455251797806e-32
376.9,5.12659303005369e-32
377,5.12863762971261e-32
377.1,5.13068632374755e-32
377.2,5.13273911896426e-32
377.3,5.13479602218162e-32
377.4,5.13685704023159e-32
377.5,5.13892217995932e-32
377.6,5.1409914482231e-32
377.7,5.14306485189446e-32
377.8,5.14514239785814e-32
377.9,5.14722409301217e-32
378,5.14930994426785e-32
378.1,5.15139995854984e-32
378.2,5.15349414279613e-32
378.3,5.1555925039581e-32
378.4,5.15769504900056e-32
